participant_id,personality_name,trial_number,trial_type,trial_duration,total_steps,success_rate,final_cognitive_load,nasa_mental_demand,nasa_physical_demand,nasa_temporal_demand,nasa_performance,nasa_effort,nasa_frustration,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,overall_satisfaction,ease_of_use,recommendation_likelihood
P004,Sarah Johnson 4,8,agent_assisted,26.984225034713745,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,43
P004,Sarah Johnson 4,9,agent_assisted,25.66638422012329,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,32,40
P004,Sarah Johnson 4,10,agent_assisted,26.09871506690979,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,31,30
P006,Sarah Johnson 6,1,baseline,28.166399002075195,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,40,63
P006,Sarah Johnson 6,2,baseline,29.22825789451599,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,52,47
P006,Sarah Johnson 6,3,baseline,26.18008279800415,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,45,63
P006,Sarah Johnson 6,4,baseline,30.647481203079224,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,46,59
P006,Sarah Johnson 6,5,baseline,27.38628387451172,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,51,40
P006,Sarah Johnson 6,6,agent_assisted,28.53320813179016,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,58,48
P006,Sarah Johnson 6,7,agent_assisted,26.22959280014038,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,50,51
P006,Sarah Johnson 6,8,agent_assisted,29.378283977508545,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,49,58
P006,Sarah Johnson 6,9,agent_assisted,27.851734161376953,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,60,43
P006,Sarah Johnson 6,10,agent_assisted,27.23370909690857,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,50,55
P005,Priya Patel 5,1,baseline,26.2933509349823,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,71
P005,Priya Patel 5,2,baseline,28.126402854919434,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,62,58
P005,Priya Patel 5,3,baseline,28.371576070785522,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,62
P005,Priya Patel 5,4,baseline,28.297712087631226,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,54
P005,Priya Patel 5,5,baseline,29.01558804512024,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,75
P005,Priya Patel 5,6,agent_assisted,31.42148494720459,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,57
P005,Priya Patel 5,7,agent_assisted,28.863726139068604,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,75
P005,Priya Patel 5,8,agent_assisted,28.795839071273804,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,60
P005,Priya Patel 5,9,agent_assisted,26.894131183624268,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,67,74
P005,Priya Patel 5,10,agent_assisted,27.031593084335327,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,69,73
P008,Sarah Johnson 8,1,baseline,27.980564832687378,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,48
P008,Sarah Johnson 8,2,baseline,27.24420666694641,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,46,47
P008,Sarah Johnson 8,3,baseline,28.198913097381592,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,41,38
P008,Sarah Johnson 8,4,baseline,30.37670397758484,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,40,51
P008,Sarah Johnson 8,5,baseline,27.888258934020996,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,50,48
P008,Sarah Johnson 8,6,agent_assisted,27.011346101760864,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,52,44
P008,Sarah Johnson 8,7,agent_assisted,25.42726182937622,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,50,35
P008,Sarah Johnson 8,8,agent_assisted,29.507338047027588,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,54,65
P008,Sarah Johnson 8,9,agent_assisted,28.271289825439453,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,57,51
P008,Sarah Johnson 8,10,agent_assisted,27.050436973571777,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,58
P007,Priya Patel 7,1,baseline,29.95712685585022,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,35,26
P007,Priya Patel 7,2,baseline,27.86837911605835,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,53
P007,Priya Patel 7,3,baseline,30.0742928981781,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,35,53
P007,Priya Patel 7,4,baseline,27.03428626060486,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,31,28
P007,Priya Patel 7,5,baseline,28.122905731201172,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,44,37
P007,Priya Patel 7,6,agent_assisted,27.763119220733643,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,50,53
P007,Priya Patel 7,7,agent_assisted,30.710139989852905,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,40,51
P007,Priya Patel 7,8,agent_assisted,29.029967308044434,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,46,38
P007,Priya Patel 7,9,agent_assisted,25.277390003204346,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,44,44
P007,Priya Patel 7,10,agent_assisted,24.646159172058105,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,40,41
P009,Priya Patel 9,1,baseline,28.86119294166565,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,63,54
P009,Priya Patel 9,2,baseline,32.44499397277832,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,69
P009,Priya Patel 9,3,baseline,29.691782236099243,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,59,68
P009,Priya Patel 9,4,baseline,26.92049503326416,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,51,59
P009,Priya Patel 9,5,baseline,28.364079236984253,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,69
P009,Priya Patel 9,6,agent_assisted,28.545581817626953,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,51,59
P009,Priya Patel 9,7,agent_assisted,31.338248014450073,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,52
P009,Priya Patel 9,8,agent_assisted,26.969709873199463,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,67,45
P009,Priya Patel 9,9,agent_assisted,25.304531812667847,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,68
P009,Priya Patel 9,10,agent_assisted,30.340061902999878,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,57,66
P011,Priya Patel 11,1,baseline,30.000648975372314,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,70,70
P011,Priya Patel 11,2,baseline,26.533201932907104,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,64
P011,Priya Patel 11,3,baseline,28.96099281311035,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,59,53
P011,Priya Patel 11,4,baseline,26.458175897598267,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,50
P011,Priya Patel 11,5,baseline,24.8643581867218,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,67,64
P011,Priya Patel 11,6,agent_assisted,26.859620094299316,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,54,74
P011,Priya Patel 11,7,agent_assisted,27.96016812324524,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,69,61
P011,Priya Patel 11,8,agent_assisted,29.870189905166626,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,49
P011,Priya Patel 11,9,agent_assisted,26.79174017906189,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,67,55
P011,Priya Patel 11,10,agent_assisted,29.573471069335938,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,73
P012,Sarah Johnson 12,1,baseline,27.91423201560974,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,53,34
P012,Sarah Johnson 12,2,baseline,27.27586007118225,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,40,56
P012,Sarah Johnson 12,3,baseline,28.61352229118347,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,35,53
P012,Sarah Johnson 12,4,baseline,25.005473852157593,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,50,33
P012,Sarah Johnson 12,5,baseline,26.642045974731445,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,50,46
P012,Sarah Johnson 12,6,agent_assisted,28.9949848651886,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,41,50
P012,Sarah Johnson 12,7,agent_assisted,30.72404193878174,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,39,48
P012,Sarah Johnson 12,8,agent_assisted,29.031548023223877,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,50,47
P012,Sarah Johnson 12,9,agent_assisted,31.20564293861389,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,54,31
P012,Sarah Johnson 12,10,agent_assisted,25.782644987106323,20,0.0,100,40,20,40,85,50,50,4,3,4,3,4,3,4,3,4,3,45,48,34
P010,Sarah Johnson 10,1,baseline,29.463107109069824,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,69,55
P010,Sarah Johnson 10,2,baseline,26.94035005569458,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,62,58
P010,Sarah Johnson 10,3,baseline,30.7889301776886,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,62,48
P010,Sarah Johnson 10,4,baseline,29.925123929977417,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,73
P010,Sarah Johnson 10,5,baseline,30.39848494529724,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,66
P010,Sarah Johnson 10,6,agent_assisted,30.274147987365723,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,55
P010,Sarah Johnson 10,7,agent_assisted,30.67181396484375,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,69,67
P010,Sarah Johnson 10,8,agent_assisted,29.676946878433228,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,68,57
P010,Sarah Johnson 10,9,agent_assisted,28.28974485397339,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,68
P010,Sarah Johnson 10,10,agent_assisted,32.31341481208801,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,46
P013,Priya Patel 13,1,baseline,28.60745906829834,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,57
P013,Priya Patel 13,2,baseline,29.01108694076538,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,40,52
P013,Priya Patel 13,3,baseline,31.510830879211426,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,59,57
P013,Priya Patel 13,4,baseline,25.69985580444336,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,57,35
P013,Priya Patel 13,5,baseline,28.50590419769287,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,44,58
P013,Priya Patel 13,6,agent_assisted,26.298770904541016,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,53
P013,Priya Patel 13,7,agent_assisted,28.274641275405884,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,46,56
P013,Priya Patel 13,8,agent_assisted,24.89984631538391,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,56,60
P013,Priya Patel 13,9,agent_assisted,26.0388081073761,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,41,57
P013,Priya Patel 13,10,agent_assisted,23.77716612815857,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,61
P014,Sarah Johnson 14,1,baseline,27.135446071624756,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,46
P014,Sarah Johnson 14,2,baseline,28.176716804504395,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,63,53
P014,Sarah Johnson 14,3,baseline,29.96035885810852,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,56
P014,Sarah Johnson 14,4,baseline,27.950994968414307,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,60
P014,Sarah Johnson 14,5,baseline,27.622138023376465,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,57
P014,Sarah Johnson 14,6,agent_assisted,24.015848875045776,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,62
P014,Sarah Johnson 14,7,agent_assisted,27.82751989364624,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,53
P014,Sarah Johnson 14,8,agent_assisted,29.28339409828186,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,52
P014,Sarah Johnson 14,9,agent_assisted,24.937777996063232,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,54,45
P014,Sarah Johnson 14,10,agent_assisted,25.924132108688354,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,67
P015,Priya Patel 15,1,baseline,27.293817281723022,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,42,48
P015,Priya Patel 15,2,baseline,31.223179817199707,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,32,39
P015,Priya Patel 15,3,baseline,28.35530686378479,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,41,44
P015,Priya Patel 15,4,baseline,28.195995807647705,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,39,29
P015,Priya Patel 15,5,baseline,25.296201944351196,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,41,25
P015,Priya Patel 15,6,agent_assisted,27.14702534675598,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,33,30
P015,Priya Patel 15,7,agent_assisted,29.335963010787964,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,28
P015,Priya Patel 15,8,agent_assisted,27.837379932403564,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,42,55
P015,Priya Patel 15,9,agent_assisted,28.55874800682068,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,39,34
P015,Priya Patel 15,10,agent_assisted,31.025349140167236,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,33,54
P017,Priya Patel 17,1,baseline,30.669644117355347,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,70,68
P017,Priya Patel 17,2,baseline,27.102568864822388,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,49
P017,Priya Patel 17,3,baseline,29.33793306350708,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,66
P017,Priya Patel 17,4,baseline,31.41886305809021,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,57
P017,Priya Patel 17,5,baseline,27.69664478302002,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,58
P017,Priya Patel 17,6,agent_assisted,24.647140979766846,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,57,46
P017,Priya Patel 17,7,agent_assisted,27.336154222488403,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,63,54
P017,Priya Patel 17,8,agent_assisted,26.102813243865967,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,63
P017,Priya Patel 17,9,agent_assisted,22.516582012176514,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,45
P017,Priya Patel 17,10,agent_assisted,26.5034658908844,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,68,49
P016,Sarah Johnson 16,1,baseline,27.044227123260498,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,64,52
P016,Sarah Johnson 16,2,baseline,28.090873956680298,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,64,66
P016,Sarah Johnson 16,3,baseline,32.784600019454956,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,54,52
P016,Sarah Johnson 16,4,baseline,27.017436981201172,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,54,75
P016,Sarah Johnson 16,5,baseline,27.060314893722534,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,55,69
P016,Sarah Johnson 16,6,agent_assisted,29.46526074409485,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,52,65
P016,Sarah Johnson 16,7,agent_assisted,29.35161304473877,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,50,54
P016,Sarah Johnson 16,8,agent_assisted,27.157379150390625,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,55,69
P016,Sarah Johnson 16,9,agent_assisted,27.5139741897583,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,56,74
P016,Sarah Johnson 16,10,agent_assisted,25.331528902053833,20,0.0,100,50,20,15,70,50,35,3,2,3,2,3,2,3,2,3,2,60,68,48
P018,Sarah Johnson 18,1,baseline,26.6075439453125,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,69,83
P018,Sarah Johnson 18,2,baseline,27.777820348739624,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,80,80
P018,Sarah Johnson 18,3,baseline,28.381072759628296,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,63,59
P018,Sarah Johnson 18,4,baseline,27.385864973068237,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,69,69
P018,Sarah Johnson 18,5,baseline,31.014026880264282,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,74,59
P018,Sarah Johnson 18,6,agent_assisted,29.426225185394287,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,67,59
P018,Sarah Johnson 18,7,agent_assisted,27.365251064300537,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,67,56
P018,Sarah Johnson 18,8,agent_assisted,28.246784210205078,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,64,82
P018,Sarah Johnson 18,9,agent_assisted,29.23411512374878,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,79,72
P018,Sarah Johnson 18,10,agent_assisted,27.964820861816406,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,67,67
P019,Priya Patel 19,1,baseline,28.22311496734619,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,65
P019,Priya Patel 19,2,baseline,28.54560685157776,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,57
P019,Priya Patel 19,3,baseline,26.80366063117981,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,66,48
